localminute,dataid,meter_value
2015-10-01 16:24:20-05,94,116648
2015-10-01 16:24:20-05,1589,193944
2015-10-01 16:24:47-05,2034,72398
2015-10-01 16:25:04-05,1507,390372
2015-10-01 16:25:09-05,2233,180958
2015-10-01 16:25:37-05,5439,181044
2015-10-01 16:25:39-05,5972,279344
2015-10-01 16:25:41-05,114,128310
2015-10-01 16:25:50-05,1283,167094
2015-10-01 16:25:52-05,5403,112926
2015-10-01 16:25:56-05,7460,279326
2015-10-01 16:26:22-05,94,116648
2015-10-01 16:26:35-05,4998,162998
2015-10-01 16:27:06-05,2018,204514
2015-10-01 16:27:10-05,5814,802860
2015-10-01 16:27:35-05,1507,390372
2015-10-01 16:27:37-05,8156,251850
2015-10-01 16:27:39-05,1185,139350
2015-10-01 16:27:41-05,8155,243620
2015-10-01 16:27:45-05,2461,120224
2015-10-01 16:27:53-05,4514,382196
2015-10-01 16:28:02-05,3849,129848
2015-10-01 16:28:05-05,5892,264396
2015-10-01 16:28:05-05,5814,802860
2015-10-01 16:28:05-05,3723,242104
2015-10-01 16:28:06-05,7287,221076
2015-10-01 16:28:14-05,9295,157584
2015-10-01 16:28:24-05,739,88872
2015-10-01 16:28:50-05,8890,197186
2015-10-01 16:29:20-05,5810,97540
2015-10-01 16:29:33-05,6412,133034
2015-10-01 16:29:37-05,483,360458
2015-10-01 16:29:37-05,8156,251850
2015-10-01 16:29:38-05,5193,149840
2015-10-01 16:29:43-05,1086,83340
2015-10-01 16:29:52-05,94,116648
2015-10-01 16:29:52-05,7741,271168
2015-10-01 16:30:02-05,2034,72398
2015-10-01 16:30:32-05,2034,72398
2015-10-01 16:30:36-05,7287,221076
2015-10-01 16:30:40-05,7017,375966
2015-10-01 16:30:51-05,483,360458
2015-10-01 16:30:53-05,1697,266196
2015-10-01 16:30:53-05,4514,382196
2015-10-01 16:31:27-05,2449,171140
2015-10-01 16:31:28-05,1086,83340
2015-10-01 16:31:39-05,1185,139350
2015-10-01 16:31:55-05,5193,149840
2015-10-01 16:32:16-05,2072,267832
2015-10-01 16:32:38-05,5439,181046
2015-10-01 16:32:38-05,252,329244
2015-10-01 16:32:51-05,94,116648
2015-10-01 16:32:54-05,4514,382198
2015-10-01 16:33:17-05,3367,311102
2015-10-01 16:33:34-05,4421,85356
2015-10-01 16:33:35-05,5193,149840
2015-10-01 16:33:38-05,5439,181046
2015-10-01 16:33:46-05,5810,97540
2015-10-01 16:34:27-05,871,106464
2015-10-01 16:34:30-05,484,99320
2015-10-01 16:34:42-05,1086,83340
2015-10-01 16:34:44-05,1791,130820
2015-10-01 16:34:44-05,5972,279344
2015-10-01 16:34:51-05,5810,97540
2015-10-01 16:35:02-05,8829,155878
2015-10-01 16:35:10-05,871,106464
2015-10-01 16:35:13-05,1714,147062
2015-10-01 16:35:22-05,7739,149764
2015-10-01 16:35:32-05,2034,72398
2015-10-01 16:35:37-05,8156,251850
2015-10-01 16:35:47-05,484,99320
2015-10-01 16:36:49-05,6412,133034
2015-10-01 16:36:52-05,6910,179130
2015-10-01 16:37:40-05,7030,141692
2015-10-01 16:37:50-05,7287,221076
2015-10-01 16:37:51-05,5403,112926
2015-10-01 16:38:21-05,7287,221076
2015-10-01 16:39:04-05,6836,92612
2015-10-01 16:39:14-05,3893,89558
2015-10-01 16:39:17-05,94,116648
2015-10-01 16:39:37-05,8467,87008
2015-10-01 16:39:44-05,94,116648
2015-10-01 16:39:47-05,1589,193944
2015-10-01 16:39:57-05,4514,382198
2015-10-01 16:39:57-05,1086,83340
2015-10-01 16:39:57-05,7460,279326
2015-10-01 16:40:02-05,1718,161084
2015-10-01 16:40:14-05,871,106464
2015-10-01 16:40:37-05,9052,297564
2015-10-01 16:40:52-05,483,360458
2015-10-01 16:41:18-05,2034,72398
2015-10-01 16:41:28-05,1086,83340
2015-10-01 16:41:33-05,8084,91772
2015-10-01 16:41:41-05,7017,375966
2015-10-01 16:41:44-05,7674,265096
2015-10-01 16:42:05-05,9121,193636
2015-10-01 16:42:13-05,1086,83340
2015-10-01 16:42:18-05,3367,311102
2015-10-01 16:42:21-05,3635,151330
2015-10-01 16:42:22-05,1589,193944
2015-10-01 16:42:38-05,8156,251850
2015-10-01 16:43:01-05,9134,230550
2015-10-01 16:43:10-05,1714,147062
2015-10-01 16:43:22-05,1801,110114
2015-10-01 16:43:29-05,1185,139350
2015-10-01 16:43:36-05,370,87882
2015-10-01 16:43:40-05,1714,147062
2015-10-01 16:43:42-05,8155,243620
2015-10-01 16:43:55-05,1697,266196
2015-10-01 16:44:12-05,1086,83340
2015-10-01 16:44:15-05,4352,218226
2015-10-01 16:44:37-05,5439,181046
2015-10-01 16:44:54-05,871,106464
2015-10-01 16:45:03-05,9134,230550
2015-10-01 16:45:03-05,2034,72398
2015-10-01 16:45:03-05,4767,123052
2015-10-01 16:45:07-05,9121,193636
2015-10-01 16:45:24-05,5814,802860
2015-10-01 16:45:55-05,1697,266196
2015-10-01 16:46:12-05,2018,204514
2015-10-01 16:46:16-05,7739,149764
2015-10-01 16:46:22-05,1589,193944
2015-10-01 16:46:26-05,5193,149842
2015-10-01 16:46:28-05,1086,83340
2015-10-01 16:46:38-05,5439,181046
2015-10-01 16:47:07-05,1714,147062
2015-10-01 16:47:13-05,7117,211828
2015-10-01 16:47:40-05,9631,108362
2015-10-01 16:47:52-05,5403,112926
2015-10-01 16:47:58-05,1086,83340
2015-10-01 16:48:02-05,2034,72398
2015-10-01 16:48:43-05,94,116648
2015-10-01 16:48:51-05,7287,221076
2015-10-01 16:49:12-05,1086,83340
2015-10-01 16:49:15-05,661,194678
2015-10-01 16:49:27-05,1185,139350
2015-10-01 16:49:36-05,5972,279344
2015-10-01 16:49:41-05,8155,243620
2015-10-01 16:49:45-05,5814,802860
2015-10-01 16:49:47-05,2034,72398
2015-10-01 16:49:51-05,7287,221076
2015-10-01 16:50:06-05,3723,242104
2015-10-01 16:50:25-05,1714,147062
2015-10-01 16:50:33-05,8084,91772
2015-10-01 16:50:43-05,484,99320
2015-10-01 16:50:51-05,2461,120226
2015-10-01 16:50:53-05,7741,271172
2015-10-01 16:50:58-05,1718,161084
2015-10-01 16:51:05-05,6836,92612
2015-10-01 16:51:14-05,5785,164286
2015-10-01 16:51:56-05,5403,112926
2015-10-01 16:52:12-05,7117,211828
2015-10-01 16:52:19-05,5131,104138
2015-10-01 16:52:25-05,871,106464
2015-10-01 16:52:38-05,252,329244
2015-10-01 16:52:54-05,94,116648
2015-10-01 16:52:55-05,1589,193944
2015-10-01 16:53:02-05,1714,147062
2015-10-01 16:53:11-05,5785,164286
2015-10-01 16:53:32-05,484,99320
2015-10-01 16:53:47-05,1790,296376
2015-10-01 16:54:00-05,1589,193944
2015-10-01 16:54:34-05,1714,147062
2015-10-01 16:54:34-05,484,99320
2015-10-01 16:54:38-05,94,116648
2015-10-01 16:54:47-05,2461,120226
2015-10-01 16:54:50-05,1507,390382
2015-10-01 16:55:04-05,187,263300
2015-10-01 16:55:05-05,7287,221076
2015-10-01 16:55:16-05,9849,33638
2015-10-01 16:55:30-05,739,88874
2015-10-01 16:55:32-05,1714,147062
2015-10-01 16:55:42-05,484,99320
2015-10-01 16:55:45-05,114,128312
2015-10-01 16:55:51-05,5810,97540
2015-10-01 16:55:57-05,6910,179130
2015-10-01 16:56:03-05,3527,235122
2015-10-01 16:56:19-05,1507,390384
2015-10-01 16:56:36-05,7287,221076
2015-10-01 16:56:40-05,94,116648
2015-10-01 16:56:48-05,8890,197186
2015-10-01 16:57:04-05,1507,390384
2015-10-01 16:57:05-05,7287,221076
2015-10-01 16:57:12-05,4029,299912
2015-10-01 16:57:40-05,6910,179130
2015-10-01 16:57:41-05,1790,296376
2015-10-01 16:58:10-05,7017,375966
2015-10-01 16:58:14-05,3893,89558
2015-10-01 16:58:27-05,1086,83340
2015-10-01 16:59:13-05,4029,299912
2015-10-01 16:59:32-05,871,106464
2015-10-01 16:59:47-05,2034,72398
2015-10-01 17:00:09-05,484,99320
2015-10-01 17:00:24-05,2638,171848
2015-10-01 17:00:36-05,739,88874
2015-10-01 17:00:37-05,5810,97540
2015-10-01 17:00:41-05,6910,179130
2015-10-01 17:00:44-05,9295,157584
2015-10-01 17:00:47-05,7030,141692
2015-10-01 17:00:52-05,7741,271172
2015-10-01 17:00:55-05,484,99320
2015-10-01 17:01:05-05,3134,162396
2015-10-01 17:01:06-05,739,88874
2015-10-01 17:01:13-05,6910,179130
2015-10-01 17:01:26-05,7017,375966
2015-10-01 17:01:40-05,94,116648
2015-10-01 17:01:52-05,2461,120226
2015-10-01 17:02:05-05,9639,211662
2015-10-01 17:02:13-05,9295,157584
2015-10-01 17:02:13-05,5785,164286
2015-10-01 17:02:14-05,7117,211828
2015-10-01 17:02:31-05,5972,279344
2015-10-01 17:02:34-05,4998,162998
2015-10-01 17:02:41-05,8467,87010
2015-10-01 17:02:42-05,1791,130820
2015-10-01 17:02:51-05,744,134316
2015-10-01 17:03:15-05,5131,104138
2015-10-01 17:03:19-05,1507,390384
2015-10-01 17:03:32-05,94,116648
2015-10-01 17:03:37-05,252,329244
2015-10-01 17:03:44-05,35,93476
2015-10-01 17:03:51-05,484,99320
2015-10-01 17:03:53-05,5403,112926
2015-10-01 17:04:06-05,2018,204528
2015-10-01 17:04:23-05,871,106464
2015-10-01 17:04:32-05,5636,220424
2015-10-01 17:04:33-05,1556,202702
2015-10-01 17:04:52-05,484,99320
2015-10-01 17:04:59-05,1589,193944
2015-10-01 17:05:07-05,739,88874
2015-10-01 17:05:09-05,6836,92614
2015-10-01 17:05:15-05,2335,202102
2015-10-01 17:05:17-05,5193,149844
2015-10-01 17:05:19-05,5131,104138
2015-10-01 17:05:42-05,3778,117190
2015-10-01 17:05:47-05,7030,141694
2015-10-01 17:06:09-05,5129,153674
2015-10-01 17:06:13-05,1086,83340
2015-10-01 17:06:24-05,4447,88654
2015-10-01 17:07:13-05,7117,211828
2015-10-01 17:07:18-05,2034,72398
2015-10-01 17:07:27-05,1086,83340
2015-10-01 17:08:30-05,4998,162998
2015-10-01 17:08:35-05,2094,166818
2015-10-01 17:08:47-05,2034,72398
2015-10-01 17:08:49-05,6412,133034
2015-10-01 17:09:02-05,94,116648
2015-10-01 17:09:10-05,7017,375966
2015-10-01 17:09:10-05,1714,147062
2015-10-01 17:09:34-05,1507,390384
2015-10-01 17:09:47-05,114,128312
2015-10-01 17:10:03-05,4514,382198
2015-10-01 17:10:06-05,4732,183850
2015-10-01 17:10:21-05,6910,179130
2015-10-01 17:10:22-05,5131,104138
2015-10-01 17:10:35-05,1507,390384
2015-10-01 17:10:59-05,9729,122200
2015-10-01 17:11:03-05,4373,235226
2015-10-01 17:11:37-05,252,329244
2015-10-01 17:11:38-05,35,93476
2015-10-01 17:11:58-05,5403,112926
2015-10-01 17:12:00-05,1714,147062
2015-10-01 17:12:07-05,2018,204528
2015-10-01 17:12:17-05,2034,72400
2015-10-01 17:12:58-05,1086,83340
2015-10-01 17:13:00-05,739,88874
2015-10-01 17:13:03-05,2034,72400
2015-10-01 17:13:13-05,4029,299912
2015-10-01 17:13:13-05,1086,83340
2015-10-01 17:13:40-05,8467,87012
2015-10-01 17:13:50-05,1714,147062
2015-10-01 17:13:58-05,3527,235122
2015-10-01 17:14:02-05,2034,72400
2015-10-01 17:14:05-05,3723,242106
2015-10-01 17:14:12-05,2638,171848
2015-10-01 17:14:17-05,484,99320
2015-10-01 17:14:30-05,5810,97540
2015-10-01 17:14:51-05,7287,221076
2015-10-01 17:14:57-05,7460,279328
2015-10-01 17:14:59-05,9295,157584
2015-10-01 17:15:03-05,5814,802860
2015-10-01 17:15:17-05,2034,72400
2015-10-01 17:15:46-05,8890,197186
2015-10-01 17:15:51-05,1714,147062
2015-10-01 17:15:51-05,7287,221076
2015-10-01 17:16:16-05,7117,211828
2015-10-01 17:16:21-05,5814,802860
2015-10-01 17:16:27-05,4029,299912
2015-10-01 17:17:03-05,3134,162396
2015-10-01 17:17:29-05,94,116648
2015-10-01 17:17:32-05,4998,162998
2015-10-01 17:17:33-05,77,58846
2015-10-01 17:18:06-05,7287,221076
2015-10-01 17:18:31-05,4296,168936
2015-10-01 17:18:33-05,2034,72400
2015-10-01 17:18:59-05,1718,161084
2015-10-01 17:19:04-05,187,263302
2015-10-01 17:19:05-05,5403,112928
2015-10-01 17:19:28-05,1185,139350
2015-10-01 17:19:37-05,8156,251850
2015-10-01 17:19:51-05,9639,211662
2015-10-01 17:19:53-05,1589,193944
2015-10-01 17:20:03-05,9729,122200
2015-10-01 17:20:05-05,7287,221076
2015-10-01 17:20:06-05,871,106464
2015-10-01 17:20:36-05,9639,211662
2015-10-01 17:20:42-05,8155,243622
2015-10-01 17:21:01-05,2335,202102
2015-10-01 17:21:10-05,661,194678
2015-10-01 17:21:14-05,6910,179130
2015-10-01 17:21:19-05,1507,390384
2015-10-01 17:21:41-05,1714,147062
2015-10-01 17:22:12-05,1714,147062
2015-10-01 17:22:17-05,2034,72400
2015-10-01 17:22:22-05,5131,104138
2015-10-01 17:22:39-05,5810,97540
2015-10-01 17:22:43-05,5814,802862
2015-10-01 17:22:47-05,2034,72400
2015-10-01 17:23:03-05,739,88874
2015-10-01 17:23:03-05,2018,204528
2015-10-01 17:23:07-05,3577,172088
2015-10-01 17:23:16-05,1589,193944
2015-10-01 17:23:32-05,2034,72400
2015-10-01 17:23:37-05,8156,251850
2015-10-01 17:23:44-05,1791,130822
2015-10-01 17:23:47-05,9956,95872
2015-10-01 17:23:51-05,7030,141694
2015-10-01 17:24:06-05,9639,211662
2015-10-01 17:24:27-05,2449,171140
2015-10-01 17:24:32-05,35,93476
2015-10-01 17:24:36-05,2094,166818
2015-10-01 17:24:53-05,7030,141694
2015-10-01 17:25:01-05,6910,179130
2015-10-01 17:25:03-05,4373,235228
2015-10-01 17:25:05-05,3723,242106
2015-10-01 17:25:11-05,484,99320
2015-10-01 17:25:14-05,3893,89558
2015-10-01 17:25:29-05,7674,265096
2015-10-01 17:25:43-05,3893,89558
2015-10-01 17:25:44-05,1697,266196
2015-10-01 17:25:44-05,744,134316
2015-10-01 17:25:48-05,6412,133034
2015-10-01 17:26:37-05,739,88874
2015-10-01 17:26:37-05,5439,181046
2015-10-01 17:27:07-05,3778,117192
2015-10-01 17:27:47-05,739,88874
2015-10-01 17:28:13-05,6910,179130
2015-10-01 17:28:18-05,2034,72400
2015-10-01 17:28:26-05,2470,220448
2015-10-01 17:28:37-05,1790,296376
2015-10-01 17:29:02-05,4514,382198
2015-10-01 17:29:13-05,5810,97540
2015-10-01 17:29:19-05,739,88874
2015-10-01 17:29:46-05,1791,130822
2015-10-01 17:29:57-05,2461,120226
2015-10-01 17:30:00-05,7674,265096
2015-10-01 17:30:09-05,484,99320
2015-10-01 17:30:42-05,8155,243622
2015-10-01 17:30:47-05,2034,72400
2015-10-01 17:31:03-05,5403,112928
2015-10-01 17:31:18-05,7739,149766
2015-10-01 17:31:34-05,6412,133034
2015-10-01 17:31:51-05,94,116648
2015-10-01 17:32:03-05,2034,72400
2015-10-01 17:32:15-05,5785,164286
2015-10-01 17:32:31-05,4352,218226
2015-10-01 17:32:42-05,8155,243622
2015-10-01 17:32:52-05,2461,120226
2015-10-01 17:33:20-05,1507,390384
2015-10-01 17:33:23-05,7117,211828
2015-10-01 17:33:27-05,5131,104138
2015-10-01 17:33:28-05,4029,299912
2015-10-01 17:33:45-05,4352,218226
2015-10-01 17:33:58-05,9134,230550
2015-10-01 17:34:04-05,5403,112928
2015-10-01 17:34:37-05,5439,181046
2015-10-01 17:34:40-05,5193,149844
2015-10-01 17:34:45-05,871,106464
2015-10-01 17:35:05-05,1507,390384
2015-10-01 17:35:05-05,5814,802862
2015-10-01 17:35:34-05,1283,167094
2015-10-01 17:35:35-05,739,88874
2015-10-01 17:35:49-05,6412,133034
2015-10-01 17:36:03-05,5814,802862
2015-10-01 17:36:11-05,7017,375966
2015-10-01 17:36:14-05,5810,97540
2015-10-01 17:36:20-05,1507,390384
2015-10-01 17:36:21-05,7287,221082
2015-10-01 17:36:26-05,2575,138806
2015-10-01 17:36:38-05,5439,181046
2015-10-01 17:36:50-05,5814,802862
2015-10-01 17:36:56-05,114,128312
2015-10-01 17:36:57-05,9278,115622
2015-10-01 17:36:57-05,7460,279328
2015-10-01 17:37:19-05,3635,151330
2015-10-01 17:37:28-05,4998,162998
2015-10-01 17:37:32-05,5636,220424
2015-10-01 17:37:35-05,7287,221082
2015-10-01 17:37:38-05,370,87882
2015-10-01 17:37:47-05,9956,95872
2015-10-01 17:37:56-05,1714,147062
2015-10-01 17:38:00-05,1718,161086
2015-10-01 17:38:03-05,2034,72400
2015-10-01 17:38:18-05,4031,104668
2015-10-01 17:39:06-05,7287,221084
2015-10-01 17:39:17-05,6830,150388
2015-10-01 17:39:22-05,3778,117192
2015-10-01 17:39:47-05,2034,72400
2015-10-01 17:39:52-05,114,128312
2015-10-01 17:40:10-05,2335,202102
2015-10-01 17:40:17-05,2034,72400
2015-10-01 17:40:22-05,4447,88654
2015-10-01 17:40:33-05,5810,97540
2015-10-01 17:40:42-05,8155,243622
2015-10-01 17:41:18-05,5810,97542
2015-10-01 17:42:01-05,9134,230550
2015-10-01 17:42:10-05,7794,433394
2015-10-01 17:42:30-05,4296,168944
2015-10-01 17:42:42-05,8155,243622
2015-10-01 17:42:45-05,1697,266196
2015-10-01 17:42:46-05,5193,149844
2015-10-01 17:42:52-05,9121,193642
2015-10-01 17:42:56-05,1714,147062
2015-10-01 17:43:02-05,2034,72400
2015-10-01 17:43:17-05,2034,72400
2015-10-01 17:43:24-05,9474,206452
2015-10-01 17:43:32-05,1283,167094
2015-10-01 17:43:38-05,8156,251850
2015-10-01 17:43:43-05,9295,157586
2015-10-01 17:43:54-05,6910,179130
2015-10-01 17:43:57-05,4767,123052
2015-10-01 17:44:14-05,7674,265096
2015-10-01 17:44:52-05,1589,193944
2015-10-01 17:45:15-05,5129,153674
2015-10-01 17:45:35-05,1507,390384
2015-10-01 17:45:39-05,871,106464
2015-10-01 17:45:43-05,4029,299912
2015-10-01 17:45:57-05,7030,141694
2015-10-01 17:46:13-05,871,106464
2015-10-01 17:46:21-05,7117,211828
2015-10-01 17:46:52-05,3778,117192
2015-10-01 17:47:05-05,3723,242106
2015-10-01 17:47:05-05,8086,228210
2015-10-01 17:47:10-05,7794,433394
2015-10-01 17:47:34-05,3039,133662
2015-10-01 17:47:45-05,7674,265096
2015-10-01 17:47:46-05,114,128312
2015-10-01 17:47:57-05,3527,235124
2015-10-01 17:47:58-05,9295,157586
2015-10-01 17:48:05-05,1507,390384
2015-10-01 17:48:13-05,1086,83340
2015-10-01 17:48:25-05,4998,162998
2015-10-01 17:48:33-05,77,58846
2015-10-01 17:48:39-05,871,106464
2015-10-01 17:48:42-05,4029,299912
2015-10-01 17:48:50-05,1507,390384
2015-10-01 17:48:50-05,7287,221086
2015-10-01 17:48:50-05,9639,211662
2015-10-01 17:48:52-05,9631,108364
2015-10-01 17:48:56-05,9121,193644
2015-10-01 17:49:00-05,7674,265096
2015-10-01 17:49:08-05,9956,95872
2015-10-01 17:49:13-05,6910,179130
2015-10-01 17:49:15-05,7674,265096
2015-10-01 17:49:19-05,6412,133034
2015-10-01 17:49:32-05,2034,72400
2015-10-01 17:49:36-05,484,99320
2015-10-01 17:49:42-05,1086,83340
2015-10-01 17:49:56-05,5403,112928
2015-10-01 17:49:58-05,9134,230550
2015-10-01 17:50:12-05,5814,802862
2015-10-01 17:50:16-05,3635,151330
2015-10-01 17:50:58-05,4029,299912
2015-10-01 17:51:15-05,3635,151330
2015-10-01 17:51:34-05,6412,133034
2015-10-01 17:51:44-05,114,128312
2015-10-01 17:51:56-05,7030,141694
2015-10-01 17:52:00-05,7674,265096
2015-10-01 17:52:01-05,4352,218226
2015-10-01 17:52:09-05,4514,382198
2015-10-01 17:52:32-05,5814,802862
2015-10-01 17:52:32-05,2034,72400
2015-10-01 17:52:36-05,9052,297564
2015-10-01 17:52:40-05,1042,203318
2015-10-01 17:52:42-05,8155,243622
2015-10-01 17:52:44-05,1714,147062
2015-10-01 17:53:10-05,871,106464
2015-10-01 17:53:11-05,7429,132644
2015-10-01 17:53:32-05,77,58846
2015-10-01 17:53:36-05,1801,110116
2015-10-01 17:53:44-05,5810,97542
2015-10-01 17:53:55-05,5403,112928
2015-10-01 17:53:57-05,1086,83340
2015-10-01 17:54:00-05,5810,97542
2015-10-01 17:54:04-05,7919,289246
2015-10-01 17:54:06-05,9849,33640
2015-10-01 17:54:12-05,1086,83340
2015-10-01 17:54:16-05,4352,218226
2015-10-01 17:54:31-05,35,93476
2015-10-01 17:54:50-05,1507,390384
2015-10-01 17:54:57-05,7460,279328
2015-10-01 17:54:57-05,4029,299912
2015-10-01 17:54:59-05,5814,802862
2015-10-01 17:55:12-05,484,99320
2015-10-01 17:55:15-05,1185,139350
2015-10-01 17:55:15-05,2980,135258
2015-10-01 17:55:23-05,7117,211828
2015-10-01 17:55:27-05,739,88874
2015-10-01 17:55:37-05,8156,251850
2015-10-01 17:55:39-05,3039,133662
2015-10-01 17:56:03-05,2034,72400
2015-10-01 17:56:24-05,7117,211828
2015-10-01 17:56:37-05,252,329248
2015-10-01 17:56:58-05,1086,83340
2015-10-01 17:57:03-05,2034,72400
2015-10-01 17:57:12-05,6910,179130
2015-10-01 17:58:18-05,1800,125014
2015-10-01 17:58:25-05,94,116648
2015-10-01 17:59:00-05,871,106464
2015-10-01 17:59:05-05,1589,193944
2015-10-01 17:59:24-05,9474,206452
2015-10-01 17:59:26-05,6910,179130
2015-10-01 17:59:34-05,1507,390384
2015-10-01 17:59:36-05,9639,211662
2015-10-01 17:59:37-05,483,360474
2015-10-01 17:59:37-05,1589,193944
2015-10-01 17:59:59-05,739,88874
2015-10-01 18:00:04-05,187,263302
2015-10-01 18:00:30-05,739,88874
2015-10-01 18:00:51-05,1791,130822
2015-10-01 18:01:09-05,6910,179130
2015-10-01 18:01:23-05,94,116648
2015-10-01 18:01:29-05,4998,163000
2015-10-01 18:01:30-05,1801,110116
2015-10-01 18:01:32-05,2034,72400
2015-10-01 18:01:37-05,484,99320
2015-10-01 18:01:38-05,5439,181046
2015-10-01 18:01:45-05,1718,161090
2015-10-01 18:01:53-05,7741,271172
2015-10-01 18:02:05-05,187,263302
2015-10-01 18:02:18-05,1185,139352
2015-10-01 18:02:27-05,2449,171140
2015-10-01 18:02:32-05,4421,85356
2015-10-01 18:02:35-05,35,93476
2015-10-01 18:02:36-05,5810,97544
2015-10-01 18:02:47-05,871,106464
2015-10-01 18:03:09-05,484,99320
2015-10-01 18:03:18-05,5131,104140
2015-10-01 18:03:26-05,8084,91774
2015-10-01 18:03:30-05,871,106464
2015-10-01 18:03:33-05,77,58846
2015-10-01 18:03:53-05,7741,271172
2015-10-01 18:03:57-05,1086,83340
2015-10-01 18:04:01-05,9729,122200
2015-10-01 18:04:05-05,7287,221086
2015-10-01 18:04:14-05,4514,382200
2015-10-01 18:04:22-05,4447,88654
2015-10-01 18:04:27-05,1086,83340
2015-10-01 18:04:38-05,252,329248
2015-10-01 18:04:42-05,1792,135308
2015-10-01 18:04:54-05,1791,130822
2015-10-01 18:04:55-05,9631,108364
2015-10-01 18:04:57-05,3527,235124
2015-10-01 18:05:11-05,7794,433394
2015-10-01 18:05:24-05,6910,179130
2015-10-01 18:05:24-05,9474,206452
2015-10-01 18:05:45-05,114,128312
2015-10-01 18:05:51-05,6910,179130
2015-10-01 18:05:58-05,1086,83340
2015-10-01 18:06:03-05,2335,202102
2015-10-01 18:06:13-05,1086,83340
2015-10-01 18:06:21-05,484,99320
2015-10-01 18:06:34-05,1507,390384
2015-10-01 18:06:36-05,871,106464
2015-10-01 18:06:41-05,6910,179130
2015-10-01 18:06:42-05,1086,83340
2015-10-01 18:07:05-05,4732,183850
2015-10-01 18:07:17-05,3134,162396
2015-10-01 18:07:37-05,8156,251850
2015-10-01 18:08:04-05,187,263302
2015-10-01 18:08:14-05,4514,382200
2015-10-01 18:08:56-05,5814,802862
2015-10-01 18:09:21-05,483,360474
2015-10-01 18:09:57-05,8890,197186
2015-10-01 18:10:01-05,1589,193944
2015-10-01 18:10:04-05,661,194680
2015-10-01 18:10:30-05,7674,265098
2015-10-01 18:10:53-05,5403,112928
2015-10-01 18:11:00-05,7429,132644
2015-10-01 18:11:02-05,2034,72400
2015-10-01 18:11:10-05,4514,382200
2015-10-01 18:11:17-05,4447,88654
2015-10-01 18:11:24-05,1185,139352
2015-10-01 18:11:27-05,2449,171142
2015-10-01 18:11:35-05,1507,390386
2015-10-01 18:12:15-05,5810,97544
2015-10-01 18:12:37-05,252,329248
2015-10-01 18:12:38-05,8156,251850
2015-10-01 18:13:02-05,5810,97544
2015-10-01 18:13:23-05,1185,139352
2015-10-01 18:13:52-05,1791,130822
2015-10-01 18:13:59-05,3893,89558
2015-10-01 18:14:06-05,7287,221086
2015-10-01 18:14:20-05,9639,211662
2015-10-01 18:14:20-05,6910,179130
2015-10-01 18:14:34-05,1507,390386
2015-10-01 18:14:41-05,7900,178798
2015-10-01 18:14:43-05,4029,299912
2015-10-01 18:14:48-05,6910,179130
2015-10-01 18:14:53-05,1718,161092
2015-10-01 18:14:54-05,7030,141694
2015-10-01 18:15:37-05,484,99320
2015-10-01 18:15:37-05,8156,251850
2015-10-01 18:15:38-05,252,329248
2015-10-01 18:16:18-05,6412,133034
2015-10-01 18:16:22-05,2575,138808
2015-10-01 18:16:36-05,6910,179130
2015-10-01 18:16:44-05,3778,117194
2015-10-01 18:17:00-05,7674,265098
2015-10-01 18:17:05-05,1714,147062
2015-10-01 18:17:13-05,1086,83340
2015-10-01 18:17:21-05,9639,211662
2015-10-01 18:17:32-05,2034,72400
2015-10-01 18:17:47-05,2034,72400
2015-10-01 18:17:52-05,6910,179130
2015-10-01 18:18:04-05,1714,147062
2015-10-01 18:18:13-05,5810,97544
2015-10-01 18:18:30-05,7117,211828
2015-10-01 18:18:37-05,4421,85356
2015-10-01 18:18:39-05,6910,179130
2015-10-01 18:18:40-05,94,116648
2015-10-01 18:18:44-05,1589,193944
2015-10-01 18:19:04-05,7919,289248
2015-10-01 18:19:14-05,3635,151330
2015-10-01 18:19:17-05,2034,72400
2015-10-01 18:19:17-05,5131,104140
2015-10-01 18:19:45-05,739,88874
2015-10-01 18:19:55-05,5810,97544
2015-10-01 18:19:57-05,4029,299912
2015-10-01 18:20:00-05,1589,193944
2015-10-01 18:20:19-05,6412,133034
2015-10-01 18:20:51-05,5810,97544
2015-10-01 18:20:51-05,6910,179130
2015-10-01 18:21:02-05,2638,171848
2015-10-01 18:21:08-05,9134,230550
2015-10-01 18:21:10-05,3134,162396
2015-10-01 18:21:18-05,4514,382200
2015-10-01 18:21:34-05,1507,390386
2015-10-01 18:21:37-05,252,329248
2015-10-01 18:21:40-05,8467,87012
2015-10-01 18:21:43-05,1086,83340
2015-10-01 18:21:59-05,94,116648
2015-10-01 18:22:11-05,3134,162396
2015-10-01 18:22:26-05,6910,179130
2015-10-01 18:22:54-05,5403,112928
2015-10-01 18:22:57-05,5193,149858
2015-10-01 18:23:09-05,3134,162396
2015-10-01 18:23:13-05,9295,157586
2015-10-01 18:23:26-05,1801,110116
2015-10-01 18:23:32-05,2034,72400
2015-10-01 18:23:37-05,252,329248
2015-10-01 18:23:37-05,5439,181046
2015-10-01 18:23:45-05,6910,179130
2015-10-01 18:23:51-05,1718,161094
2015-10-01 18:23:52-05,1589,193944
2015-10-01 18:23:53-05,5403,112928
2015-10-01 18:23:55-05,1714,147062
2015-10-01 18:24:06-05,3778,117194
2015-10-01 18:24:33-05,77,58848
2015-10-01 18:24:35-05,1507,390386
2015-10-01 18:24:40-05,5814,802862
