localminute,dataid,meter_value
2015-10-01 11:57:41-05,7017,375952
2015-10-01 11:57:45-05,1697,266194
2015-10-01 11:58:04-05,7919,289238
2015-10-01 11:58:19-05,6910,179128
2015-10-01 11:58:30-05,3778,117182
2015-10-01 11:58:34-05,370,87882
2015-10-01 11:58:34-05,1556,202700
2015-10-01 11:58:45-05,1697,266194
2015-10-01 11:59:05-05,1507,390370
2015-10-01 11:59:20-05,94,116646
2015-10-01 11:59:24-05,9474,206450
2015-10-01 11:59:28-05,8467,87008
2015-10-01 11:59:40-05,1790,296376
2015-10-01 11:59:58-05,484,99316
2015-10-01 12:00:29-05,9295,157584
