,localminute,dataid,meter_value
632,2015-10-01 00:52:42-05,370,87880
633,2015-10-01 01:54:25-05,370,87880
634,2015-10-01 02:24:32-05,370,87880
635,2015-10-01 03:16:28-05,370,87880
636,2015-10-01 03:34:34-05,370,87880
637,2015-10-01 03:50:36-05,370,87880
638,2015-10-01 03:54:37-05,370,87880
639,2015-10-01 04:24:44-05,370,87880
640,2015-10-01 05:42:40-05,370,87880
641,2015-10-01 06:03:28-05,370,87880
642,2015-10-01 06:14:28-05,370,87880
643,2015-10-01 07:10:26-05,370,87880
644,2015-10-01 07:18:23-05,370,87880
645,2015-10-01 09:05:39-05,370,87882
646,2015-10-01 09:32:40-05,370,87882
647,2015-10-01 10:08:34-05,370,87882
648,2015-10-01 11:03:27-05,370,87882
649,2015-10-01 11:58:34-05,370,87882
650,2015-10-01 12:36:41-05,370,87882
651,2015-10-01 13:15:40-05,370,87882
652,2015-10-01 14:16:36-05,370,87882
653,2015-10-01 14:48:32-05,370,87882
654,2015-10-01 15:55:28-05,370,87882
655,2015-10-01 16:43:36-05,370,87882
656,2015-10-01 17:37:38-05,370,87882
657,2015-10-01 18:58:33-05,370,87884
658,2015-10-01 19:12:31-05,370,87884
659,2015-10-01 19:36:24-05,370,87884
660,2015-10-01 19:40:25-05,370,87884
661,2015-10-01 20:13:33-05,370,87890
662,2015-10-01 21:36:42-05,370,87890
663,2015-10-01 21:52:42-05,370,87890
664,2015-10-01 21:58:38-05,370,87890
665,2015-10-01 22:43:35-05,370,87890
666,2015-10-02 00:22:31-05,370,87890
667,2015-10-02 03:52:26-05,370,87890
668,2015-10-02 04:03:23-05,370,87890
669,2015-10-02 04:22:26-05,370,87890
670,2015-10-01 00:29:08-05,483,360456
671,2015-10-01 00:31:38-05,483,360456
672,2015-10-01 02:37:22-05,483,360456
673,2015-10-01 04:11:52-05,483,360456
674,2015-10-01 05:14:06-05,483,360456
675,2015-10-01 05:50:52-05,483,360456
676,2015-10-01 06:02:51-05,483,360456
677,2015-10-01 06:15:21-05,483,360456
678,2015-10-01 06:32:22-05,483,360456
679,2015-10-01 06:32:36-05,483,360456
680,2015-10-01 06:49:37-05,483,360456
681,2015-10-01 07:07:07-05,483,360456
682,2015-10-01 07:34:07-05,483,360456
683,2015-10-01 07:57:07-05,483,360456
684,2015-10-01 07:58:22-05,483,360456
685,2015-10-01 07:59:07-05,483,360456
686,2015-10-01 08:30:52-05,483,360456
687,2015-10-01 09:07:07-05,483,360456
688,2015-10-01 09:11:36-05,483,360456
689,2015-10-01 09:16:07-05,483,360456
690,2015-10-01 09:27:36-05,483,360456
691,2015-10-01 10:19:52-05,483,360456
692,2015-10-01 10:26:36-05,483,360456
693,2015-10-01 11:15:22-05,483,360458
694,2015-10-01 11:41:52-05,483,360458
695,2015-10-01 12:37:06-05,483,360458
696,2015-10-01 12:56:52-05,483,360458
697,2015-10-01 13:45:22-05,483,360458
698,2015-10-01 13:46:52-05,483,360458
699,2015-10-01 13:49:37-05,483,360458
700,2015-10-01 14:35:52-05,483,360458
701,2015-10-01 15:04:52-05,483,360458
702,2015-10-01 15:29:37-05,483,360458
703,2015-10-01 15:42:07-05,483,360458
704,2015-10-01 15:42:37-05,483,360458
705,2015-10-01 15:58:21-05,483,360458
706,2015-10-01 16:29:37-05,483,360458
707,2015-10-01 16:30:51-05,483,360458
708,2015-10-01 16:40:52-05,483,360458
709,2015-10-01 17:59:37-05,483,360474
710,2015-10-01 18:09:21-05,483,360474
711,2015-10-01 18:34:06-05,483,360474
712,2015-10-01 18:46:51-05,483,360474
713,2015-10-01 18:49:37-05,483,360474
714,2015-10-01 19:23:22-05,483,360474
715,2015-10-01 20:14:21-05,483,360474
716,2015-10-01 21:19:07-05,483,360474
717,2015-10-01 23:14:07-05,483,360474
718,2015-10-01 23:24:07-05,483,360474
719,2015-10-01 23:59:37-05,483,360474
720,2015-10-02 00:12:07-05,483,360474
721,2015-10-02 00:22:51-05,483,360474
722,2015-10-02 00:27:07-05,483,360474
723,2015-10-02 01:14:06-05,483,360474
724,2015-10-02 01:25:52-05,483,360474
725,2015-10-02 01:39:21-05,483,360474
726,2015-10-02 02:04:21-05,483,360474
727,2015-10-02 02:07:07-05,483,360474
728,2015-10-02 02:29:06-05,483,360474
729,2015-10-02 02:29:21-05,483,360474
730,2015-10-02 02:41:07-05,483,360474
731,2015-10-02 03:06:51-05,483,360474
732,2015-10-02 03:14:37-05,483,360474
733,2015-10-02 04:00:06-05,483,360474
734,2015-10-02 04:08:22-05,483,360474
735,2015-10-02 04:21:36-05,483,360474
736,2015-10-01 00:01:00-05,484,99298
737,2015-10-01 00:01:46-05,484,99298
738,2015-10-01 00:05:16-05,484,99298
739,2015-10-01 00:07:30-05,484,99298
740,2015-10-01 00:07:57-05,484,99298
741,2015-10-01 00:24:09-05,484,99298
742,2015-10-01 00:29:00-05,484,99298
743,2015-10-01 00:48:14-05,484,99298
744,2015-10-01 00:59:53-05,484,99298
745,2015-10-01 01:00:52-05,484,99298
746,2015-10-01 01:02:58-05,484,99298
747,2015-10-01 01:05:44-05,484,99298
748,2015-10-01 01:06:01-05,484,99298
749,2015-10-01 01:09:19-05,484,99300
750,2015-10-01 01:10:30-05,484,99300
751,2015-10-01 01:11:13-05,484,99300
752,2015-10-01 01:18:22-05,484,99300
753,2015-10-01 01:20:11-05,484,99300
754,2015-10-01 01:29:59-05,484,99300
755,2015-10-01 01:30:40-05,484,99300
756,2015-10-01 01:35:47-05,484,99300
757,2015-10-01 01:47:43-05,484,99300
758,2015-10-01 01:47:56-05,484,99300
759,2015-10-01 02:00:21-05,484,99300
760,2015-10-01 02:04:37-05,484,99300
761,2015-10-01 02:05:11-05,484,99300
762,2015-10-01 02:07:46-05,484,99300
763,2015-10-01 02:17:21-05,484,99300
764,2015-10-01 02:17:55-05,484,99300
765,2015-10-01 02:20:38-05,484,99300
766,2015-10-01 02:23:10-05,484,99300
767,2015-10-01 02:25:06-05,484,99300
768,2015-10-01 02:28:41-05,484,99300
769,2015-10-01 02:43:12-05,484,99300
770,2015-10-01 02:46:26-05,484,99300
771,2015-10-01 02:46:54-05,484,99300
772,2015-10-01 03:07:06-05,484,99300
773,2015-10-01 03:08:26-05,484,99300
774,2015-10-01 03:18:10-05,484,99300
775,2015-10-01 03:19:51-05,484,99300
776,2015-10-01 03:32:25-05,484,99300
777,2015-10-01 03:37:28-05,484,99300
778,2015-10-01 04:01:05-05,484,99300
779,2015-10-01 04:04:49-05,484,99300
780,2015-10-01 04:09:38-05,484,99300
781,2015-10-01 04:17:33-05,484,99302
782,2015-10-01 04:27:06-05,484,99302
783,2015-10-01 04:46:18-05,484,99304
784,2015-10-01 04:47:02-05,484,99304
785,2015-10-01 04:52:54-05,484,99304
786,2015-10-01 04:58:08-05,484,99304
787,2015-10-01 05:05:38-05,484,99304
788,2015-10-01 05:06:34-05,484,99304
789,2015-10-01 05:09:05-05,484,99304
790,2015-10-01 05:09:21-05,484,99304
791,2015-10-01 05:12:38-05,484,99304
792,2015-10-01 05:14:26-05,484,99304
793,2015-10-01 05:17:16-05,484,99304
794,2015-10-01 05:30:38-05,484,99304
795,2015-10-01 05:31:38-05,484,99304
796,2015-10-01 05:32:52-05,484,99304
797,2015-10-01 05:43:59-05,484,99304
798,2015-10-01 05:44:43-05,484,99304
799,2015-10-01 05:45:48-05,484,99304
800,2015-10-01 06:01:08-05,484,99304
801,2015-10-01 06:04:14-05,484,99304
802,2015-10-01 06:27:10-05,484,99304
803,2015-10-01 06:29:21-05,484,99304
804,2015-10-01 06:31:09-05,484,99304
805,2015-10-01 06:32:06-05,484,99304
806,2015-10-01 06:36:06-05,484,99304
807,2015-10-01 06:54:56-05,484,99308
808,2015-10-01 07:00:43-05,484,99312
809,2015-10-01 07:10:32-05,484,99312
810,2015-10-01 07:28:15-05,484,99312
811,2015-10-01 07:36:37-05,484,99314
812,2015-10-01 07:39:05-05,484,99314
813,2015-10-01 07:45:51-05,484,99314
814,2015-10-01 07:55:46-05,484,99314
815,2015-10-01 07:59:29-05,484,99314
816,2015-10-01 08:06:24-05,484,99314
817,2015-10-01 08:07:07-05,484,99314
818,2015-10-01 08:14:04-05,484,99314
819,2015-10-01 08:25:14-05,484,99314
820,2015-10-01 08:32:26-05,484,99314
821,2015-10-01 08:32:57-05,484,99314
822,2015-10-01 08:37:08-05,484,99314
823,2015-10-01 08:48:21-05,484,99314
824,2015-10-01 08:48:37-05,484,99314
825,2015-10-01 08:55:04-05,484,99314
826,2015-10-01 08:55:32-05,484,99314
827,2015-10-01 09:08:55-05,484,99314
828,2015-10-01 09:12:57-05,484,99314
829,2015-10-01 09:17:37-05,484,99314
830,2015-10-01 09:25:53-05,484,99314
831,2015-10-01 09:30:00-05,484,99314
832,2015-10-01 09:30:56-05,484,99314
833,2015-10-01 09:36:38-05,484,99316
834,2015-10-01 09:40:08-05,484,99316
835,2015-10-01 09:40:39-05,484,99316
836,2015-10-01 09:42:21-05,484,99316
837,2015-10-01 09:43:37-05,484,99316
838,2015-10-01 09:44:52-05,484,99316
839,2015-10-01 09:51:08-05,484,99316
840,2015-10-01 09:55:59-05,484,99316
841,2015-10-01 10:03:56-05,484,99316
842,2015-10-01 10:05:29-05,484,99316
843,2015-10-01 10:13:07-05,484,99316
844,2015-10-01 10:17:32-05,484,99316
845,2015-10-01 10:23:18-05,484,99316
846,2015-10-01 10:32:15-05,484,99316
847,2015-10-01 10:36:03-05,484,99316
848,2015-10-01 10:39:10-05,484,99316
849,2015-10-01 10:40:51-05,484,99316
850,2015-10-01 10:45:52-05,484,99316
851,2015-10-01 10:50:54-05,484,99316
852,2015-10-01 10:53:11-05,484,99316
853,2015-10-01 11:02:33-05,484,99316
854,2015-10-01 11:13:58-05,484,99316
855,2015-10-01 11:18:13-05,484,99316
856,2015-10-01 11:32:10-05,484,99316
857,2015-10-01 11:38:15-05,484,99316
858,2015-10-01 11:40:56-05,484,99316
859,2015-10-01 11:53:23-05,484,99316
860,2015-10-01 11:56:38-05,484,99316
861,2015-10-01 11:57:37-05,484,99316
862,2015-10-01 11:59:58-05,484,99316
863,2015-10-01 12:12:10-05,484,99316
864,2015-10-01 12:14:09-05,484,99316
865,2015-10-01 12:14:39-05,484,99316
866,2015-10-01 12:17:12-05,484,99318
867,2015-10-01 12:19:57-05,484,99318
868,2015-10-01 12:40:43-05,484,99318
869,2015-10-01 12:51:51-05,484,99318
870,2015-10-01 12:53:38-05,484,99318
871,2015-10-01 12:54:05-05,484,99318
872,2015-10-01 13:08:16-05,484,99318
873,2015-10-01 13:09:15-05,484,99318
874,2015-10-01 13:24:57-05,484,99318
875,2015-10-01 13:30:33-05,484,99318
876,2015-10-01 13:35:39-05,484,99318
877,2015-10-01 13:43:12-05,484,99318
878,2015-10-01 13:46:02-05,484,99318
879,2015-10-01 13:52:52-05,484,99318
880,2015-10-01 13:53:05-05,484,99318
881,2015-10-01 14:00:38-05,484,99318
882,2015-10-01 14:02:38-05,484,99318
883,2015-10-01 14:05:57-05,484,99318
884,2015-10-01 14:06:25-05,484,99318
885,2015-10-01 14:09:47-05,484,99318
886,2015-10-01 14:13:01-05,484,99318
887,2015-10-01 14:16:59-05,484,99318
888,2015-10-01 14:22:11-05,484,99318
889,2015-10-01 14:25:40-05,484,99318
890,2015-10-01 14:27:57-05,484,99318
891,2015-10-01 14:35:50-05,484,99318
892,2015-10-01 14:39:07-05,484,99318
893,2015-10-01 14:43:45-05,484,99318
894,2015-10-01 14:44:15-05,484,99318
895,2015-10-01 14:45:42-05,484,99318
896,2015-10-01 14:50:56-05,484,99318
897,2015-10-01 14:55:22-05,484,99318
898,2015-10-01 14:56:50-05,484,99318
899,2015-10-01 14:57:21-05,484,99318
900,2015-10-01 15:07:48-05,484,99318
901,2015-10-01 15:11:12-05,484,99318
902,2015-10-01 15:14:16-05,484,99318
903,2015-10-01 15:16:31-05,484,99318
904,2015-10-01 15:22:11-05,484,99318
905,2015-10-01 15:26:28-05,484,99318
906,2015-10-01 15:36:19-05,484,99318
907,2015-10-01 15:37:02-05,484,99318
908,2015-10-01 15:48:14-05,484,99320
909,2015-10-01 16:02:38-05,484,99320
910,2015-10-01 16:03:05-05,484,99320
911,2015-10-01 16:13:41-05,484,99320
912,2015-10-01 16:19:01-05,484,99320
913,2015-10-01 16:22:27-05,484,99320
914,2015-10-01 16:23:56-05,484,99320
915,2015-10-01 16:34:30-05,484,99320
916,2015-10-01 16:35:47-05,484,99320
917,2015-10-01 16:50:43-05,484,99320
918,2015-10-01 16:53:32-05,484,99320
919,2015-10-01 16:54:34-05,484,99320
920,2015-10-01 16:55:42-05,484,99320
921,2015-10-01 17:00:09-05,484,99320
922,2015-10-01 17:00:55-05,484,99320
923,2015-10-01 17:03:51-05,484,99320
924,2015-10-01 17:04:52-05,484,99320
925,2015-10-01 17:14:17-05,484,99320
926,2015-10-01 17:25:11-05,484,99320
927,2015-10-01 17:30:09-05,484,99320
928,2015-10-01 17:49:36-05,484,99320
929,2015-10-01 17:55:12-05,484,99320
930,2015-10-01 18:01:37-05,484,99320
931,2015-10-01 18:03:09-05,484,99320
932,2015-10-01 18:06:21-05,484,99320
933,2015-10-01 18:15:37-05,484,99320
934,2015-10-01 18:29:14-05,484,99320
935,2015-10-01 18:32:38-05,484,99320
936,2015-10-01 18:38:58-05,484,99320
937,2015-10-01 18:44:50-05,484,99320
938,2015-10-01 18:50:39-05,484,99320
939,2015-10-01 18:53:10-05,484,99320
940,2015-10-01 18:53:40-05,484,99320
941,2015-10-01 18:58:28-05,484,99320
942,2015-10-01 19:05:20-05,484,99320
943,2015-10-01 19:09:37-05,484,99320
944,2015-10-01 19:42:12-05,484,99322
945,2015-10-01 19:45:03-05,484,99322
946,2015-10-01 19:45:34-05,484,99322
947,2015-10-01 19:46:17-05,484,99322
948,2015-10-01 19:47:37-05,484,99322
949,2015-10-01 20:10:38-05,484,99322
950,2015-10-01 20:14:25-05,484,99322
951,2015-10-01 20:18:09-05,484,99322
952,2015-10-01 20:21:37-05,484,99322
953,2015-10-01 20:26:42-05,484,99322
954,2015-10-01 20:28:18-05,484,99322
955,2015-10-01 20:32:43-05,484,99322
956,2015-10-01 20:33:10-05,484,99322
957,2015-10-01 20:40:27-05,484,99322
958,2015-10-01 20:45:57-05,484,99322
959,2015-10-01 20:47:32-05,484,99322
960,2015-10-01 20:52:35-05,484,99324
961,2015-10-01 21:13:07-05,484,99324
962,2015-10-01 21:19:33-05,484,99324
963,2015-10-01 21:21:38-05,484,99324
964,2015-10-01 21:32:02-05,484,99324
965,2015-10-01 21:35:42-05,484,99324
966,2015-10-01 21:43:57-05,484,99326
967,2015-10-01 21:55:34-05,484,99326
968,2015-10-01 21:58:07-05,484,99326
969,2015-10-01 22:05:42-05,484,99326
970,2015-10-01 22:12:09-05,484,99326
971,2015-10-01 22:29:44-05,484,99326
972,2015-10-01 22:37:30-05,484,99326
973,2015-10-01 22:38:57-05,484,99326
974,2015-10-01 22:46:26-05,484,99326
975,2015-10-01 22:46:57-05,484,99326
976,2015-10-01 22:50:58-05,484,99326
977,2015-10-01 22:54:33-05,484,99326
978,2015-10-01 22:58:18-05,484,99326
979,2015-10-01 23:00:04-05,484,99326
980,2015-10-01 23:02:38-05,484,99326
981,2015-10-01 23:09:27-05,484,99326
982,2015-10-01 23:15:37-05,484,99326
983,2015-10-01 23:16:36-05,484,99326
984,2015-10-01 23:18:39-05,484,99326
985,2015-10-01 23:28:39-05,484,99328
986,2015-10-01 23:30:07-05,484,99328
987,2015-10-01 23:32:44-05,484,99328
988,2015-10-01 23:34:58-05,484,99328
989,2015-10-01 23:37:31-05,484,99328
990,2015-10-01 23:40:01-05,484,99328
991,2015-10-01 23:45:09-05,484,99328
992,2015-10-01 23:45:40-05,484,99328
993,2015-10-01 23:52:06-05,484,99328
994,2015-10-01 23:52:39-05,484,99328
995,2015-10-01 23:56:17-05,484,99328
996,2015-10-01 23:59:19-05,484,99328
997,2015-10-02 00:07:35-05,484,99328
998,2015-10-02 00:10:44-05,484,99328
999,2015-10-02 00:15:17-05,484,99328
1000,2015-10-02 00:17:11-05,484,99328
1001,2015-10-02 00:29:06-05,484,99328
1002,2015-10-02 00:54:37-05,484,99328
1003,2015-10-02 01:04:34-05,484,99328
1004,2015-10-02 01:08:38-05,484,99328
1005,2015-10-02 01:15:55-05,484,99328
1006,2015-10-02 01:18:17-05,484,99328
1007,2015-10-02 01:21:09-05,484,99328
1008,2015-10-02 01:24:08-05,484,99328
1009,2015-10-02 01:24:39-05,484,99328
1010,2015-10-02 01:24:54-05,484,99328
1011,2015-10-02 01:25:51-05,484,99328
1012,2015-10-02 01:28:06-05,484,99328
1013,2015-10-02 01:34:25-05,484,99328
1014,2015-10-02 01:38:03-05,484,99328
1015,2015-10-02 01:41:58-05,484,99328
1016,2015-10-02 01:47:15-05,484,99328
1017,2015-10-02 01:47:57-05,484,99328
1018,2015-10-02 01:52:24-05,484,99328
1019,2015-10-02 01:53:08-05,484,99328
1020,2015-10-02 01:56:28-05,484,99328
1021,2015-10-02 01:58:06-05,484,99328
1022,2015-10-02 01:59:58-05,484,99328
1023,2015-10-02 02:03:17-05,484,99328
1024,2015-10-02 02:13:19-05,484,99328
1025,2015-10-02 02:18:14-05,484,99330
1026,2015-10-02 02:22:54-05,484,99330
1027,2015-10-02 02:23:25-05,484,99330
1028,2015-10-02 02:25:36-05,484,99330
1029,2015-10-02 02:35:06-05,484,99330
1030,2015-10-02 02:40:47-05,484,99330
1031,2015-10-02 02:55:38-05,484,99330
1032,2015-10-02 03:00:22-05,484,99330
1033,2015-10-02 03:10:34-05,484,99330
1034,2015-10-02 03:13:07-05,484,99330
1035,2015-10-02 03:19:29-05,484,99330
1036,2015-10-02 03:25:01-05,484,99330
1037,2015-10-02 03:25:41-05,484,99330
1038,2015-10-02 03:30:38-05,484,99330
1039,2015-10-02 03:37:04-05,484,99330
1040,2015-10-02 03:42:06-05,484,99330
1041,2015-10-02 03:46:57-05,484,99330
1042,2015-10-02 03:51:30-05,484,99330
1043,2015-10-02 03:54:39-05,484,99330
1044,2015-10-02 03:58:10-05,484,99330
1045,2015-10-02 04:07:44-05,484,99330
1046,2015-10-02 04:27:17-05,484,99330
1047,2015-10-02 04:28:14-05,484,99330
1048,2015-10-02 04:28:28-05,484,99330
1049,2015-10-02 04:31:23-05,484,99330
1050,2015-10-02 04:40:04-05,484,99330
1051,2015-10-02 04:42:22-05,484,99330
1052,2015-10-02 04:43:10-05,484,99330
1053,2015-10-02 04:48:09-05,484,99330
1054,2015-10-01 01:08:09-05,661,194658
1055,2015-10-01 01:27:02-05,661,194658
1056,2015-10-01 03:58:14-05,661,194660
1057,2015-10-01 05:17:09-05,661,194660
1058,2015-10-01 06:06:02-05,661,194660
1059,2015-10-01 09:16:08-05,661,194676
1060,2015-10-01 12:27:13-05,661,194678
1061,2015-10-01 13:01:05-05,661,194678
1062,2015-10-01 13:11:07-05,661,194678
1063,2015-10-01 13:56:07-05,661,194678
1064,2015-10-01 15:24:55-05,661,194678
1065,2015-10-01 15:40:02-05,661,194678
1066,2015-10-01 16:49:15-05,661,194678
1067,2015-10-01 17:21:10-05,661,194678
1068,2015-10-01 18:10:04-05,661,194680
1069,2015-10-01 18:44:01-05,661,194680
1070,2015-10-01 19:27:58-05,661,194680
1071,2015-10-01 21:42:05-05,661,194704
1072,2015-10-02 00:24:05-05,661,194706
1073,2015-10-02 00:54:10-05,661,194706
1074,2015-10-02 01:13:15-05,661,194706
1075,2015-10-02 01:52:07-05,661,194706
1076,2015-10-02 03:11:02-05,661,194706
1077,2015-10-02 03:19:54-05,661,194706
1078,2015-10-01 00:00:10-05,739,88858
1079,2015-10-01 00:07:13-05,739,88858
1080,2015-10-01 00:10:28-05,739,88858
1081,2015-10-01 00:12:51-05,739,88858
1082,2015-10-01 00:16:05-05,739,88858
1083,2015-10-01 00:17:07-05,739,88858
1084,2015-10-01 00:29:57-05,739,88858
1085,2015-10-01 00:34:03-05,739,88858
1086,2015-10-01 00:41:51-05,739,88858
1087,2015-10-01 00:47:50-05,739,88858
1088,2015-10-01 00:53:01-05,739,88858
1089,2015-10-01 01:05:42-05,739,88858
1090,2015-10-01 01:11:17-05,739,88858
1091,2015-10-01 01:22:21-05,739,88858
1092,2015-10-01 01:28:31-05,739,88858
1093,2015-10-01 01:43:03-05,739,88858
1094,2015-10-01 01:45:39-05,739,88858
1095,2015-10-01 01:50:21-05,739,88858
1096,2015-10-01 02:21:20-05,739,88858
1097,2015-10-01 02:43:25-05,739,88858
1098,2015-10-01 02:51:07-05,739,88860
1099,2015-10-01 02:54:48-05,739,88860
1100,2015-10-01 03:53:54-05,739,88860
1101,2015-10-01 03:57:03-05,739,88860
1102,2015-10-01 03:59:07-05,739,88860
1103,2015-10-01 04:01:03-05,739,88860
1104,2015-10-01 04:05:47-05,739,88860
1105,2015-10-01 04:11:24-05,739,88860
1106,2015-10-01 04:24:03-05,739,88860
1107,2015-10-01 04:34:00-05,739,88860
1108,2015-10-01 04:37:58-05,739,88860
1109,2015-10-01 04:51:03-05,739,88860
1110,2015-10-01 04:54:56-05,739,88860
1111,2015-10-01 05:06:18-05,739,88860
1112,2015-10-01 05:10:16-05,739,88860
1113,2015-10-01 05:28:37-05,739,88860
1114,2015-10-01 05:51:57-05,739,88860
1115,2015-10-01 05:57:23-05,739,88860
1116,2015-10-01 05:58:24-05,739,88860
1117,2015-10-01 06:47:02-05,739,88860
1118,2015-10-01 06:48:43-05,739,88860
1119,2015-10-01 06:49:26-05,739,88860
1120,2015-10-01 06:57:18-05,739,88860
1121,2015-10-01 06:58:51-05,739,88860
1122,2015-10-01 07:01:11-05,739,88860
1123,2015-10-01 07:02:54-05,739,88860
1124,2015-10-01 07:06:48-05,739,88860
1125,2015-10-01 07:09:33-05,739,88860
1126,2015-10-01 07:10:17-05,739,88860
1127,2015-10-01 07:11:15-05,739,88860
1128,2015-10-01 07:24:54-05,739,88860
1129,2015-10-01 07:27:43-05,739,88860
1130,2015-10-01 07:28:00-05,739,88860
1131,2015-10-01 07:33:51-05,739,88860
1132,2015-10-01 07:36:35-05,739,88860
1133,2015-10-01 07:42:17-05,739,88860
1134,2015-10-01 08:08:50-05,739,88862
1135,2015-10-01 08:20:05-05,739,88864
1136,2015-10-01 08:21:19-05,739,88864
1137,2015-10-01 08:23:39-05,739,88864
1138,2015-10-01 09:09:24-05,739,88870
1139,2015-10-01 09:40:06-05,739,88870
1140,2015-10-01 09:54:44-05,739,88870
1141,2015-10-01 09:56:02-05,739,88870
1142,2015-10-01 10:04:41-05,739,88870
1143,2015-10-01 10:12:54-05,739,88870
1144,2015-10-01 10:19:46-05,739,88870
1145,2015-10-01 10:33:26-05,739,88870
1146,2015-10-01 10:42:03-05,739,88870
1147,2015-10-01 10:50:33-05,739,88870
1148,2015-10-01 10:55:44-05,739,88870
1149,2015-10-01 10:57:13-05,739,88870
1150,2015-10-01 10:57:59-05,739,88870
1151,2015-10-01 10:58:29-05,739,88870
1152,2015-10-01 11:09:18-05,739,88870
1153,2015-10-01 11:10:19-05,739,88870
1154,2015-10-01 11:12:39-05,739,88870
1155,2015-10-01 11:19:20-05,739,88870
1156,2015-10-01 11:29:18-05,739,88870
1157,2015-10-01 11:40:00-05,739,88872
1158,2015-10-01 12:03:28-05,739,88872
1159,2015-10-01 12:12:47-05,739,88872
1160,2015-10-01 12:24:18-05,739,88872
1161,2015-10-01 12:44:31-05,739,88872
1162,2015-10-01 12:46:12-05,739,88872
1163,2015-10-01 12:47:17-05,739,88872
1164,2015-10-01 12:49:54-05,739,88872
1165,2015-10-01 12:54:26-05,739,88872
1166,2015-10-01 12:55:21-05,739,88872
1167,2015-10-01 13:02:58-05,739,88872
1168,2015-10-01 13:10:46-05,739,88872
1169,2015-10-01 13:11:17-05,739,88872
1170,2015-10-01 13:12:13-05,739,88872
1171,2015-10-01 13:16:19-05,739,88872
1172,2015-10-01 13:19:40-05,739,88872
1173,2015-10-01 13:19:55-05,739,88872
1174,2015-10-01 13:26:48-05,739,88872
1175,2015-10-01 13:31:19-05,739,88872
1176,2015-10-01 13:32:21-05,739,88872
1177,2015-10-01 13:44:42-05,739,88872
1178,2015-10-01 13:52:22-05,739,88872
1179,2015-10-01 14:15:43-05,739,88872
1180,2015-10-01 14:22:40-05,739,88872
1181,2015-10-01 14:34:50-05,739,88872
1182,2015-10-01 14:42:56-05,739,88872
1183,2015-10-01 14:45:11-05,739,88872
1184,2015-10-01 14:45:54-05,739,88872
1185,2015-10-01 14:47:57-05,739,88872
1186,2015-10-01 15:02:04-05,739,88872
1187,2015-10-01 15:07:00-05,739,88872
1188,2015-10-01 15:11:30-05,739,88872
1189,2015-10-01 15:20:50-05,739,88872
1190,2015-10-01 15:21:31-05,739,88872
1191,2015-10-01 15:28:09-05,739,88872
1192,2015-10-01 15:37:50-05,739,88872
1193,2015-10-01 16:06:02-05,739,88872
1194,2015-10-01 16:18:01-05,739,88872
1195,2015-10-01 16:21:57-05,739,88872
1196,2015-10-01 16:28:24-05,739,88872
1197,2015-10-01 16:55:30-05,739,88874
1198,2015-10-01 17:00:36-05,739,88874
1199,2015-10-01 17:01:06-05,739,88874
1200,2015-10-01 17:05:07-05,739,88874
1201,2015-10-01 17:13:00-05,739,88874
1202,2015-10-01 17:23:03-05,739,88874
1203,2015-10-01 17:26:37-05,739,88874
1204,2015-10-01 17:27:47-05,739,88874
1205,2015-10-01 17:29:19-05,739,88874
1206,2015-10-01 17:35:35-05,739,88874
1207,2015-10-01 17:55:27-05,739,88874
