,localminute,dataid,meter_value
2302,2015-10-01 17:09:34-05,1507,390384
2303,2015-10-01 17:10:35-05,1507,390384
2304,2015-10-01 17:21:19-05,1507,390384
2305,2015-10-01 17:33:20-05,1507,390384
2306,2015-10-01 17:35:05-05,1507,390384
2307,2015-10-01 17:36:20-05,1507,390384
2308,2015-10-01 17:45:35-05,1507,390384
2309,2015-10-01 17:48:05-05,1507,390384
2310,2015-10-01 17:48:50-05,1507,390384
2311,2015-10-01 17:54:50-05,1507,390384
2312,2015-10-01 17:59:34-05,1507,390384
2313,2015-10-01 18:06:34-05,1507,390384
2314,2015-10-01 18:11:35-05,1507,390386
2315,2015-10-01 18:14:34-05,1507,390386
2316,2015-10-01 18:21:34-05,1507,390386
2317,2015-10-01 18:24:35-05,1507,390386
2318,2015-10-01 18:26:35-05,1507,390386
2319,2015-10-01 18:43:20-05,1507,390386
2320,2015-10-01 19:02:05-05,1507,390386
2321,2015-10-01 19:10:04-05,1507,390386
2322,2015-10-01 19:12:19-05,1507,390386
2323,2015-10-01 19:18:49-05,1507,390386
2324,2015-10-01 19:25:49-05,1507,390386
2325,2015-10-01 19:31:05-05,1507,390386
2326,2015-10-01 19:46:04-05,1507,390386
2327,2015-10-01 19:52:35-05,1507,390386
2328,2015-10-01 19:57:05-05,1507,390386
2329,2015-10-01 20:06:35-05,1507,390386
2330,2015-10-01 20:12:19-05,1507,390386
2331,2015-10-01 20:16:35-05,1507,390386
2332,2015-10-01 20:18:04-05,1507,390386
2333,2015-10-01 20:28:05-05,1507,390386
2334,2015-10-01 20:29:05-05,1507,390386
2335,2015-10-01 20:30:05-05,1507,390386
2336,2015-10-01 20:53:05-05,1507,390386
2337,2015-10-01 20:57:04-05,1507,390386
2338,2015-10-01 20:58:05-05,1507,390386
2339,2015-10-01 20:58:49-05,1507,390386
2340,2015-10-01 21:33:49-05,1507,390386
2341,2015-10-01 21:34:04-05,1507,390386
2342,2015-10-01 21:42:34-05,1507,390386
2343,2015-10-01 21:46:19-05,1507,390386
2344,2015-10-01 22:00:35-05,1507,390386
2345,2015-10-01 22:13:05-05,1507,390386
2346,2015-10-01 22:25:49-05,1507,390386
2347,2015-10-01 22:38:49-05,1507,390386
2348,2015-10-01 22:46:20-05,1507,390386
2349,2015-10-01 22:57:49-05,1507,390388
2350,2015-10-01 23:06:20-05,1507,390388
2351,2015-10-01 23:09:19-05,1507,390388
2352,2015-10-01 23:19:50-05,1507,390388
2353,2015-10-01 23:25:04-05,1507,390388
2354,2015-10-01 23:28:20-05,1507,390388
2355,2015-10-01 23:30:49-05,1507,390388
2356,2015-10-01 23:34:50-05,1507,390388
2357,2015-10-01 23:41:20-05,1507,390388
2358,2015-10-01 23:48:49-05,1507,390388
2359,2015-10-01 23:56:05-05,1507,390388
2360,2015-10-02 00:08:19-05,1507,390388
2361,2015-10-02 00:09:50-05,1507,390388
2362,2015-10-02 00:42:05-05,1507,390388
2363,2015-10-02 00:46:05-05,1507,390388
2364,2015-10-02 00:55:05-05,1507,390388
2365,2015-10-02 01:06:19-05,1507,390388
2366,2015-10-02 01:19:04-05,1507,390388
2367,2015-10-02 01:37:49-05,1507,390388
2368,2015-10-02 01:41:19-05,1507,390388
2369,2015-10-02 01:56:19-05,1507,390388
2370,2015-10-02 02:21:19-05,1507,390388
2371,2015-10-02 02:21:34-05,1507,390388
2372,2015-10-02 02:26:05-05,1507,390388
2373,2015-10-02 02:37:34-05,1507,390388
2374,2015-10-02 02:52:20-05,1507,390388
2375,2015-10-02 02:52:35-05,1507,390388
2376,2015-10-02 02:54:05-05,1507,390388
2377,2015-10-02 03:30:20-05,1507,390390
2378,2015-10-02 03:38:19-05,1507,390390
2379,2015-10-02 03:42:19-05,1507,390390
2380,2015-10-02 03:45:49-05,1507,390390
2381,2015-10-02 03:49:05-05,1507,390390
2382,2015-10-02 03:57:35-05,1507,390390
2383,2015-10-02 04:00:34-05,1507,390390
2384,2015-10-02 04:10:34-05,1507,390390
2385,2015-10-02 04:17:33-05,1507,390390
2386,2015-10-02 04:41:04-05,1507,390390
2387,2015-10-02 04:42:04-05,1507,390390
2388,2015-10-02 04:45:04-05,1507,390390
2389,2015-10-02 04:47:48-05,1507,390390
2390,2015-10-01 00:29:35-05,1556,202688
2391,2015-10-01 01:04:35-05,1556,202690
2392,2015-10-01 01:24:35-05,1556,202690
2393,2015-10-01 01:49:34-05,1556,202690
2394,2015-10-01 02:23:35-05,1556,202690
2395,2015-10-01 05:22:34-05,1556,202692
2396,2015-10-01 05:43:34-05,1556,202692
2397,2015-10-01 06:51:34-05,1556,202698
2398,2015-10-01 07:21:34-05,1556,202698
2399,2015-10-01 07:24:35-05,1556,202698
2400,2015-10-01 07:46:35-05,1556,202698
2401,2015-10-01 08:04:33-05,1556,202698
2402,2015-10-01 08:38:34-05,1556,202698
2403,2015-10-01 09:11:33-05,1556,202698
2404,2015-10-01 11:26:33-05,1556,202700
2405,2015-10-01 11:58:34-05,1556,202700
2406,2015-10-01 13:08:33-05,1556,202700
2407,2015-10-01 13:38:34-05,1556,202700
2408,2015-10-01 14:04:34-05,1556,202700
2409,2015-10-01 14:28:34-05,1556,202700
2410,2015-10-01 14:33:33-05,1556,202700
2411,2015-10-01 15:51:34-05,1556,202700
2412,2015-10-01 17:04:33-05,1556,202702
2413,2015-10-01 18:29:33-05,1556,202702
2414,2015-10-01 19:16:33-05,1556,202706
2415,2015-10-01 20:35:34-05,1556,202708
2416,2015-10-01 20:58:33-05,1556,202708
2417,2015-10-01 23:04:33-05,1556,202710
2418,2015-10-02 00:21:33-05,1556,202710
2419,2015-10-02 01:46:32-05,1556,202710
2420,2015-10-02 02:28:33-05,1556,202710
2421,2015-10-02 03:36:05-05,1556,202712
2422,2015-10-02 04:43:32-05,1556,202712
2423,2015-10-01 00:02:29-05,1589,193922
2424,2015-10-01 00:16:59-05,1589,193922
2425,2015-10-01 00:23:44-05,1589,193922
2426,2015-10-01 00:27:58-05,1589,193922
2427,2015-10-01 00:32:38-05,1589,193922
2428,2015-10-01 00:34:46-05,1589,193922
2429,2015-10-01 00:37:38-05,1589,193922
2430,2015-10-01 00:38:22-05,1589,193922
2431,2015-10-01 00:42:59-05,1589,193922
2432,2015-10-01 00:47:14-05,1589,193922
2433,2015-10-01 00:51:58-05,1589,193922
2434,2015-10-01 01:19:00-05,1589,193924
2435,2015-10-01 01:42:50-05,1589,193924
2436,2015-10-01 01:52:46-05,1589,193924
2437,2015-10-01 01:53:15-05,1589,193924
2438,2015-10-01 02:07:10-05,1589,193924
2439,2015-10-01 02:30:13-05,1589,193924
2440,2015-10-01 02:35:28-05,1589,193924
2441,2015-10-01 02:52:46-05,1589,193924
2442,2015-10-01 03:04:24-05,1589,193924
2443,2015-10-01 03:20:35-05,1589,193924
2444,2015-10-01 03:23:04-05,1589,193924
2445,2015-10-01 03:40:25-05,1589,193924
2446,2015-10-01 03:50:36-05,1589,193924
2447,2015-10-01 03:53:19-05,1589,193924
2448,2015-10-01 03:54:31-05,1589,193924
2449,2015-10-01 04:14:43-05,1589,193924
2450,2015-10-01 04:15:27-05,1589,193924
2451,2015-10-01 04:25:09-05,1589,193924
2452,2015-10-01 04:29:55-05,1589,193924
2453,2015-10-01 04:37:55-05,1589,193924
2454,2015-10-01 04:38:26-05,1589,193924
2455,2015-10-01 04:52:52-05,1589,193924
2456,2015-10-01 05:06:47-05,1589,193924
2457,2015-10-01 05:11:07-05,1589,193924
2458,2015-10-01 05:18:27-05,1589,193924
2459,2015-10-01 05:23:50-05,1589,193924
2460,2015-10-01 05:25:03-05,1589,193924
2461,2015-10-01 06:06:44-05,1589,193924
2462,2015-10-01 06:07:42-05,1589,193924
2463,2015-10-01 06:10:15-05,1589,193924
2464,2015-10-01 06:12:22-05,1589,193924
2465,2015-10-01 06:14:55-05,1589,193924
2466,2015-10-01 06:28:47-05,1589,193924
2467,2015-10-01 06:29:35-05,1589,193924
2468,2015-10-01 06:30:07-05,1589,193924
2469,2015-10-01 06:37:01-05,1589,193924
2470,2015-10-01 06:40:59-05,1589,193924
2471,2015-10-01 06:45:28-05,1589,193926
2472,2015-10-01 06:45:44-05,1589,193926
2473,2015-10-01 07:18:12-05,1589,193926
2474,2015-10-01 07:21:25-05,1589,193926
2475,2015-10-01 07:32:35-05,1589,193926
2476,2015-10-01 07:34:37-05,1589,193926
2477,2015-10-01 07:37:27-05,1589,193926
2478,2015-10-01 08:34:47-05,1589,193926
2479,2015-10-01 08:49:26-05,1589,193926
2480,2015-10-01 08:51:28-05,1589,193926
2481,2015-10-01 08:59:33-05,1589,193928
2482,2015-10-01 09:06:59-05,1589,193932
2483,2015-10-01 09:27:39-05,1589,193942
2484,2015-10-01 09:30:00-05,1589,193942
2485,2015-10-01 09:42:01-05,1589,193942
2486,2015-10-01 09:49:26-05,1589,193942
2487,2015-10-01 10:00:45-05,1589,193942
2488,2015-10-01 10:01:00-05,1589,193942
2489,2015-10-01 10:43:23-05,1589,193942
2490,2015-10-01 10:49:57-05,1589,193942
2491,2015-10-01 11:06:17-05,1589,193942
2492,2015-10-01 11:16:46-05,1589,193942
2493,2015-10-01 11:20:47-05,1589,193942
2494,2015-10-01 11:24:33-05,1589,193942
2495,2015-10-01 11:29:39-05,1589,193942
2496,2015-10-01 11:32:10-05,1589,193942
2497,2015-10-01 11:33:10-05,1589,193942
2498,2015-10-01 12:02:00-05,1589,193942
2499,2015-10-01 12:18:03-05,1589,193942
2500,2015-10-01 12:19:15-05,1589,193942
2501,2015-10-01 12:21:44-05,1589,193942
2502,2015-10-01 12:26:47-05,1589,193942
2503,2015-10-01 12:29:52-05,1589,193942
2504,2015-10-01 12:32:55-05,1589,193942
2505,2015-10-01 12:38:29-05,1589,193942
2506,2015-10-01 12:39:27-05,1589,193942
2507,2015-10-01 12:52:13-05,1589,193944
2508,2015-10-01 12:55:57-05,1589,193944
2509,2015-10-01 13:01:26-05,1589,193944
2510,2015-10-01 13:04:29-05,1589,193944
2511,2015-10-01 13:22:15-05,1589,193944
2512,2015-10-01 13:22:46-05,1589,193944
2513,2015-10-01 13:25:17-05,1589,193944
2514,2015-10-01 14:00:56-05,1589,193944
2515,2015-10-01 14:06:58-05,1589,193944
2516,2015-10-01 14:10:25-05,1589,193944
2517,2015-10-01 14:15:17-05,1589,193944
2518,2015-10-01 14:20:20-05,1589,193944
2519,2015-10-01 14:29:15-05,1589,193944
2520,2015-10-01 14:30:16-05,1589,193944
2521,2015-10-01 14:42:55-05,1589,193944
2522,2015-10-01 14:53:18-05,1589,193944
2523,2015-10-01 15:07:40-05,1589,193944
2524,2015-10-01 15:07:55-05,1589,193944
2525,2015-10-01 15:09:28-05,1589,193944
2526,2015-10-01 15:29:28-05,1589,193944
2527,2015-10-01 15:51:31-05,1589,193944
2528,2015-10-01 15:54:03-05,1589,193944
2529,2015-10-01 15:55:17-05,1589,193944
2530,2015-10-01 16:16:25-05,1589,193944
2531,2015-10-01 16:24:20-05,1589,193944
2532,2015-10-01 16:39:47-05,1589,193944
2533,2015-10-01 16:42:22-05,1589,193944
2534,2015-10-01 16:46:22-05,1589,193944
2535,2015-10-01 16:52:55-05,1589,193944
2536,2015-10-01 16:54:00-05,1589,193944
2537,2015-10-01 17:04:59-05,1589,193944
2538,2015-10-01 17:19:53-05,1589,193944
2539,2015-10-01 17:23:16-05,1589,193944
2540,2015-10-01 17:44:52-05,1589,193944
2541,2015-10-01 17:59:05-05,1589,193944
2542,2015-10-01 17:59:37-05,1589,193944
2543,2015-10-01 18:10:01-05,1589,193944
2544,2015-10-01 18:18:44-05,1589,193944
2545,2015-10-01 18:20:00-05,1589,193944
2546,2015-10-01 18:23:52-05,1589,193944
2547,2015-10-01 18:25:00-05,1589,193944
2548,2015-10-01 18:50:55-05,1589,193944
2549,2015-10-01 19:02:20-05,1589,193946
2550,2015-10-01 19:05:03-05,1589,193946
2551,2015-10-01 19:08:47-05,1589,193946
2552,2015-10-01 19:24:55-05,1589,193946
2553,2015-10-01 19:28:46-05,1589,193946
2554,2015-10-01 20:00:27-05,1589,193946
2555,2015-10-01 20:04:33-05,1589,193946
2556,2015-10-01 20:09:37-05,1589,193946
2557,2015-10-01 20:32:47-05,1589,193946
2558,2015-10-01 20:51:01-05,1589,193946
2559,2015-10-01 21:40:52-05,1589,193946
2560,2015-10-01 21:56:52-05,1589,193946
2561,2015-10-01 22:02:53-05,1589,193946
2562,2015-10-01 22:05:13-05,1589,193946
2563,2015-10-01 22:07:12-05,1589,193946
2564,2015-10-01 22:27:00-05,1589,193946
2565,2015-10-01 22:27:26-05,1589,193946
2566,2015-10-01 22:30:58-05,1589,193946
2567,2015-10-01 22:32:15-05,1589,193946
2568,2015-10-01 22:34:25-05,1589,193946
2569,2015-10-01 22:39:17-05,1589,193946
2570,2015-10-01 22:55:58-05,1589,193946
2571,2015-10-01 23:00:53-05,1589,193946
2572,2015-10-01 23:01:52-05,1589,193946
2573,2015-10-01 23:04:37-05,1589,193946
2574,2015-10-01 23:35:28-05,1589,193946
2575,2015-10-01 23:47:20-05,1589,193946
2576,2015-10-01 23:58:25-05,1589,193946
2577,2015-10-02 00:09:55-05,1589,193946
2578,2015-10-02 00:20:35-05,1589,193946
2579,2015-10-02 00:26:25-05,1589,193946
2580,2015-10-02 00:33:00-05,1589,193946
2581,2015-10-02 00:59:47-05,1589,193948
2582,2015-10-02 01:05:36-05,1589,193948
2583,2015-10-02 01:26:30-05,1589,193948
2584,2015-10-02 01:37:40-05,1589,193948
2585,2015-10-02 01:55:46-05,1589,193948
2586,2015-10-02 01:57:45-05,1589,193948
2587,2015-10-02 02:04:25-05,1589,193948
2588,2015-10-02 02:17:13-05,1589,193948
2589,2015-10-02 02:18:59-05,1589,193948
2590,2015-10-02 02:34:57-05,1589,193948
2591,2015-10-02 02:41:26-05,1589,193948
2592,2015-10-02 02:49:30-05,1589,193948
2593,2015-10-02 02:53:06-05,1589,193948
2594,2015-10-02 03:31:23-05,1589,193948
2595,2015-10-02 03:32:17-05,1589,193948
2596,2015-10-02 03:44:42-05,1589,193948
2597,2015-10-02 03:57:20-05,1589,193948
2598,2015-10-02 04:07:17-05,1589,193948
2599,2015-10-02 04:20:10-05,1589,193948
2600,2015-10-02 04:20:23-05,1589,193948
2601,2015-10-01 01:03:45-05,1619,63436
2602,2015-10-01 01:36:46-05,1619,63436
2603,2015-10-01 02:26:46-05,1619,63436
2604,2015-10-01 03:18:46-05,1619,63436
2605,2015-10-01 03:27:46-05,1619,63436
2606,2015-10-01 05:37:45-05,1619,63438
2607,2015-10-01 07:13:45-05,1619,63438
2608,2015-10-01 08:41:45-05,1619,63438
2609,2015-10-01 09:43:45-05,1619,63438
2610,2015-10-01 11:26:45-05,1619,63448
2611,2015-10-01 11:43:45-05,1619,63448
2612,2015-10-01 12:16:45-05,1619,63448
2613,2015-10-01 13:16:45-05,1619,63448
2614,2015-10-01 14:02:44-05,1619,63450
2615,2015-10-01 15:37:45-05,1619,63450
2616,2015-10-01 15:42:44-05,1619,63450
2617,2015-10-01 15:43:45-05,1619,63450
2618,2015-10-01 20:04:45-05,1619,63460
2619,2015-10-01 20:06:45-05,1619,63460
2620,2015-10-01 22:29:45-05,1619,63460
2621,2015-10-01 23:19:44-05,1619,63462
2622,2015-10-02 00:22:44-05,1619,63462
2623,2015-10-02 04:03:45-05,1619,63462
2624,2015-10-02 04:42:44-05,1619,63464
2625,2015-10-01 00:14:45-05,1697,266172
2626,2015-10-01 00:46:43-05,1697,266172
2627,2015-10-01 01:01:47-05,1697,266172
2628,2015-10-01 01:58:35-05,1697,266172
2629,2015-10-01 02:32:36-05,1697,266172
2630,2015-10-01 02:40:31-05,1697,266172
2631,2015-10-01 02:59:41-05,1697,266174
2632,2015-10-01 03:04:40-05,1697,266174
2633,2015-10-01 03:19:41-05,1697,266174
2634,2015-10-01 04:00:50-05,1697,266174
2635,2015-10-01 04:15:52-05,1697,266174
2636,2015-10-01 06:00:39-05,1697,266174
2637,2015-10-01 06:13:33-05,1697,266174
2638,2015-10-01 06:51:30-05,1697,266180
2639,2015-10-01 07:03:36-05,1697,266184
2640,2015-10-01 08:09:52-05,1697,266186
2641,2015-10-01 08:13:49-05,1697,266186
2642,2015-10-01 08:30:50-05,1697,266186
2643,2015-10-01 08:38:45-05,1697,266186
2644,2015-10-01 09:22:47-05,1697,266186
2645,2015-10-01 09:50:33-05,1697,266194
2646,2015-10-01 09:59:38-05,1697,266194
2647,2015-10-01 11:02:28-05,1697,266194
2648,2015-10-01 11:31:43-05,1697,266194
2649,2015-10-01 11:57:45-05,1697,266194
2650,2015-10-01 11:58:45-05,1697,266194
2651,2015-10-01 14:03:34-05,1697,266196
2652,2015-10-01 14:05:34-05,1697,266196
2653,2015-10-01 15:41:41-05,1697,266196
2654,2015-10-01 16:30:53-05,1697,266196
2655,2015-10-01 16:43:55-05,1697,266196
2656,2015-10-01 16:45:55-05,1697,266196
2657,2015-10-01 17:25:44-05,1697,266196
2658,2015-10-01 17:42:45-05,1697,266196
2659,2015-10-01 18:31:39-05,1697,266198
2660,2015-10-01 19:28:31-05,1697,266204
2661,2015-10-01 19:45:40-05,1697,266206
2662,2015-10-01 20:31:48-05,1697,266214
2663,2015-10-01 21:04:50-05,1697,266222
2664,2015-10-01 21:39:47-05,1697,266228
2665,2015-10-01 21:45:44-05,1697,266228
2666,2015-10-01 22:33:35-05,1697,266230
2667,2015-10-02 00:41:46-05,1697,266230
2668,2015-10-02 01:00:50-05,1697,266230
2669,2015-10-02 01:10:56-05,1697,266230
2670,2015-10-02 02:54:40-05,1697,266230
2671,2015-10-02 03:40:34-05,1697,266232
2672,2015-10-01 00:01:58-05,1714,147048
2673,2015-10-01 00:32:08-05,1714,147048
2674,2015-10-01 00:36:24-05,1714,147048
2675,2015-10-01 00:43:50-05,1714,147048
2676,2015-10-01 00:44:50-05,1714,147048
2677,2015-10-01 00:45:30-05,1714,147048
2678,2015-10-01 00:55:39-05,1714,147048
2679,2015-10-01 01:07:00-05,1714,147048
2680,2015-10-01 01:46:20-05,1714,147048
2681,2015-10-01 01:57:40-05,1714,147048
2682,2015-10-01 02:04:12-05,1714,147048
2683,2015-10-01 02:07:58-05,1714,147048
2684,2015-10-01 02:08:59-05,1714,147048
2685,2015-10-01 02:09:29-05,1714,147048
2686,2015-10-01 02:10:30-05,1714,147048
2687,2015-10-01 02:21:27-05,1714,147048
2688,2015-10-01 02:21:56-05,1714,147048
2689,2015-10-01 02:24:28-05,1714,147048
2690,2015-10-01 02:31:20-05,1714,147048
2691,2015-10-01 02:38:56-05,1714,147048
2692,2015-10-01 02:42:41-05,1714,147048
2693,2015-10-01 02:46:31-05,1714,147048
2694,2015-10-01 02:56:14-05,1714,147048
2695,2015-10-01 03:15:06-05,1714,147048
2696,2015-10-01 03:19:03-05,1714,147048
2697,2015-10-01 03:40:06-05,1714,147050
2698,2015-10-01 03:40:38-05,1714,147050
2699,2015-10-01 03:42:09-05,1714,147050
2700,2015-10-01 03:51:16-05,1714,147054
2701,2015-10-01 03:56:26-05,1714,147058
2702,2015-10-01 04:04:39-05,1714,147058
2703,2015-10-01 04:07:11-05,1714,147058
2704,2015-10-01 04:30:28-05,1714,147058
2705,2015-10-01 04:45:56-05,1714,147058
2706,2015-10-01 04:57:16-05,1714,147058
2707,2015-10-01 05:03:09-05,1714,147058
2708,2015-10-01 05:04:08-05,1714,147058
2709,2015-10-01 05:24:33-05,1714,147058
2710,2015-10-01 05:41:51-05,1714,147058
2711,2015-10-01 05:48:25-05,1714,147058
2712,2015-10-01 06:01:44-05,1714,147058
2713,2015-10-01 06:06:39-05,1714,147058
2714,2015-10-01 06:15:27-05,1714,147058
2715,2015-10-01 06:18:05-05,1714,147058
2716,2015-10-01 06:18:51-05,1714,147058
2717,2015-10-01 06:29:58-05,1714,147058
2718,2015-10-01 06:36:59-05,1714,147058
2719,2015-10-01 06:48:50-05,1714,147058
2720,2015-10-01 06:53:38-05,1714,147058
2721,2015-10-01 06:53:53-05,1714,147058
2722,2015-10-01 06:55:44-05,1714,147058
2723,2015-10-01 07:09:09-05,1714,147058
2724,2015-10-01 07:11:08-05,1714,147058
2725,2015-10-01 07:16:41-05,1714,147058
2726,2015-10-01 07:21:05-05,1714,147058
2727,2015-10-01 07:22:04-05,1714,147058
2728,2015-10-01 07:25:00-05,1714,147058
2729,2015-10-01 07:28:20-05,1714,147058
2730,2015-10-01 07:41:54-05,1714,147058
2731,2015-10-01 07:44:28-05,1714,147058
2732,2015-10-01 07:59:46-05,1714,147058
2733,2015-10-01 08:00:17-05,1714,147058
2734,2015-10-01 08:08:12-05,1714,147058
2735,2015-10-01 08:10:42-05,1714,147058
2736,2015-10-01 08:32:02-05,1714,147058
2737,2015-10-01 08:35:58-05,1714,147058
2738,2015-10-01 08:41:59-05,1714,147058
2739,2015-10-01 08:56:07-05,1714,147058
2740,2015-10-01 09:07:19-05,1714,147058
2741,2015-10-01 09:08:21-05,1714,147058
2742,2015-10-01 09:11:25-05,1714,147060
2743,2015-10-01 09:35:19-05,1714,147060
2744,2015-10-01 09:38:43-05,1714,147060
2745,2015-10-01 09:39:32-05,1714,147060
2746,2015-10-01 09:43:40-05,1714,147060
2747,2015-10-01 09:47:25-05,1714,147060
2748,2015-10-01 09:49:30-05,1714,147060
2749,2015-10-01 09:52:34-05,1714,147060
2750,2015-10-01 09:53:36-05,1714,147060
2751,2015-10-01 09:53:51-05,1714,147060
2752,2015-10-01 10:12:43-05,1714,147060
2753,2015-10-01 10:16:42-05,1714,147060
2754,2015-10-01 10:28:55-05,1714,147060
2755,2015-10-01 10:37:04-05,1714,147060
2756,2015-10-01 10:40:58-05,1714,147060
2757,2015-10-01 10:41:43-05,1714,147060
2758,2015-10-01 10:44:58-05,1714,147060
2759,2015-10-01 10:48:14-05,1714,147060
2760,2015-10-01 10:49:56-05,1714,147060
2761,2015-10-01 11:04:39-05,1714,147060
2762,2015-10-01 11:09:01-05,1714,147060
2763,2015-10-01 11:14:49-05,1714,147060
2764,2015-10-01 11:18:51-05,1714,147060
2765,2015-10-01 11:23:39-05,1714,147060
2766,2015-10-01 11:30:13-05,1714,147060
2767,2015-10-01 11:33:05-05,1714,147060
2768,2015-10-01 11:33:51-05,1714,147060
2769,2015-10-01 11:34:58-05,1714,147060
2770,2015-10-01 11:44:28-05,1714,147060
2771,2015-10-01 11:56:28-05,1714,147060
2772,2015-10-01 11:57:32-05,1714,147060
2773,2015-10-01 12:05:38-05,1714,147060
2774,2015-10-01 12:16:33-05,1714,147060
2775,2015-10-01 12:22:42-05,1714,147060
2776,2015-10-01 12:30:21-05,1714,147060
2777,2015-10-01 12:32:11-05,1714,147060
2778,2015-10-01 12:34:25-05,1714,147060
2779,2015-10-01 12:35:38-05,1714,147060
2780,2015-10-01 12:50:58-05,1714,147060
2781,2015-10-01 12:58:00-05,1714,147060
2782,2015-10-01 12:58:30-05,1714,147060
2783,2015-10-01 13:02:51-05,1714,147060
2784,2015-10-01 13:18:15-05,1714,147060
2785,2015-10-01 13:20:49-05,1714,147060
2786,2015-10-01 13:24:11-05,1714,147060
2787,2015-10-01 13:32:52-05,1714,147060
2788,2015-10-01 13:36:58-05,1714,147060
2789,2015-10-01 13:38:52-05,1714,147060
2790,2015-10-01 13:44:02-05,1714,147060
2791,2015-10-01 13:52:02-05,1714,147060
2792,2015-10-01 13:52:43-05,1714,147060
2793,2015-10-01 14:10:05-05,1714,147060
2794,2015-10-01 14:24:02-05,1714,147060
2795,2015-10-01 14:25:28-05,1714,147060
2796,2015-10-01 14:26:25-05,1714,147060
2797,2015-10-01 14:36:07-05,1714,147060
2798,2015-10-01 14:37:10-05,1714,147060
2799,2015-10-01 14:38:58-05,1714,147060
2800,2015-10-01 14:40:12-05,1714,147060
2801,2015-10-01 14:42:36-05,1714,147062
2802,2015-10-01 15:02:37-05,1714,147062
2803,2015-10-01 15:13:05-05,1714,147062
2804,2015-10-01 15:13:51-05,1714,147062
2805,2015-10-01 15:17:37-05,1714,147062
2806,2015-10-01 15:20:45-05,1714,147062
2807,2015-10-01 15:28:56-05,1714,147062
2808,2015-10-01 15:38:38-05,1714,147062
2809,2015-10-01 15:40:40-05,1714,147062
2810,2015-10-01 15:50:34-05,1714,147062
2811,2015-10-01 15:53:32-05,1714,147062
2812,2015-10-01 16:10:50-05,1714,147062
2813,2015-10-01 16:13:50-05,1714,147062
2814,2015-10-01 16:19:39-05,1714,147062
2815,2015-10-01 16:22:43-05,1714,147062
2816,2015-10-01 16:35:13-05,1714,147062
2817,2015-10-01 16:43:10-05,1714,147062
2818,2015-10-01 16:43:40-05,1714,147062
2819,2015-10-01 16:47:07-05,1714,147062
2820,2015-10-01 16:50:25-05,1714,147062
2821,2015-10-01 16:53:02-05,1714,147062
2822,2015-10-01 16:54:34-05,1714,147062
2823,2015-10-01 16:55:32-05,1714,147062
2824,2015-10-01 17:09:10-05,1714,147062
2825,2015-10-01 17:12:00-05,1714,147062
2826,2015-10-01 17:13:50-05,1714,147062
2827,2015-10-01 17:15:51-05,1714,147062
2828,2015-10-01 17:21:41-05,1714,147062
2829,2015-10-01 17:22:12-05,1714,147062
2830,2015-10-01 17:37:56-05,1714,147062
2831,2015-10-01 17:42:56-05,1714,147062
2832,2015-10-01 17:52:44-05,1714,147062
2833,2015-10-01 18:17:05-05,1714,147062
2834,2015-10-01 18:18:04-05,1714,147062
2835,2015-10-01 18:23:55-05,1714,147062
2836,2015-10-01 18:26:11-05,1714,147062
2837,2015-10-01 18:28:12-05,1714,147062
2838,2015-10-01 18:38:12-05,1714,147062
2839,2015-10-01 18:43:24-05,1714,147062
2840,2015-10-01 18:44:38-05,1714,147062
2841,2015-10-01 18:53:51-05,1714,147062
2842,2015-10-01 19:02:02-05,1714,147062
2843,2015-10-01 19:03:04-05,1714,147062
2844,2015-10-01 19:10:25-05,1714,147062
2845,2015-10-01 19:12:59-05,1714,147062
2846,2015-10-01 19:28:12-05,1714,147062
2847,2015-10-01 19:35:15-05,1714,147062
2848,2015-10-01 19:54:40-05,1714,147062
2849,2015-10-01 19:55:25-05,1714,147062
2850,2015-10-01 20:01:13-05,1714,147062
2851,2015-10-01 20:04:19-05,1714,147062
2852,2015-10-01 20:08:27-05,1714,147062
2853,2015-10-01 20:10:43-05,1714,147064
2854,2015-10-01 20:16:15-05,1714,147064
2855,2015-10-01 20:18:44-05,1714,147064
2856,2015-10-01 20:36:00-05,1714,147064
2857,2015-10-01 20:47:13-05,1714,147064
2858,2015-10-01 20:56:10-05,1714,147064
2859,2015-10-01 20:57:40-05,1714,147064
2860,2015-10-01 20:58:11-05,1714,147064
2861,2015-10-01 21:01:57-05,1714,147064
2862,2015-10-01 21:02:58-05,1714,147064
2863,2015-10-01 21:06:05-05,1714,147064
2864,2015-10-01 21:07:32-05,1714,147064
2865,2015-10-01 21:08:32-05,1714,147064
2866,2015-10-01 21:09:32-05,1714,147064
2867,2015-10-01 21:12:46-05,1714,147064
2868,2015-10-01 21:13:57-05,1714,147064
2869,2015-10-01 21:16:56-05,1714,147064
2870,2015-10-01 21:18:59-05,1714,147064
2871,2015-10-01 21:23:14-05,1714,147064
2872,2015-10-01 21:28:50-05,1714,147064
2873,2015-10-01 21:35:37-05,1714,147064
2874,2015-10-01 21:39:17-05,1714,147064
2875,2015-10-01 21:43:49-05,1714,147064
2876,2015-10-01 21:44:21-05,1714,147064
2877,2015-10-01 21:47:54-05,1714,147064
2878,2015-10-01 22:05:25-05,1714,147064
2879,2015-10-01 22:07:29-05,1714,147064
2880,2015-10-01 22:08:50-05,1714,147064
2881,2015-10-01 22:16:15-05,1714,147064
2882,2015-10-01 22:25:45-05,1714,147064
2883,2015-10-01 22:28:19-05,1714,147064
